Transaction ID,Nuts,Shellfish,Canned Fruit,Spices,Pasta,Yogurt,Coffee,Deli Meats,Ice Cream,TV Dinner,Cheese,Chips,Sour Cream,Cottage Cheese,Deli Salads,Dried Meat,Paper Wipes,Soda,Deodorizers,Cleaners,Shower Soap,Fresh Fish,Bagels,Muffins,Sliced Bread,Pancake Mix,Pancakes,Juice,Jelly,Jam,Preserves,Waffles,Cereal,Chocolate Candy,Gum,Hard Candy,Personal Hygiene,Pots and Pans,Tools,Sponges,Beer,Wine,Cookies,Pretzels,Candles,Sauces,Cooking Oil,Sugar,Chocolate,Flavored Drinks,Peanut Butter,Popcorn,Paper Dishes,Plastic Utensils,Rice,Soup,Dehydrated Soup,Frozen Vegetables,Fresh Vegetables,Canned Vegetables,French Fries,Pizza,Hamburger,Eggs,Tofu,Dish Soap,Dishwasher Soap,Aspirin,Ibuprofen,Acetominifen,Nasal Sprays,Mouthwash,Cold Remedies,Milk,Fresh Chicken,Conditioner,Shampoo,Lightbulbs,Hot Dogs,Crackers,Dips,Donuts,Toilet Brushes,Pot Scrubbers,Pot Cleaners,Toothbrushes,Sunglasses,Bologna,Non-Alcoholic Wine,Tuna,Shrimp,Anchovies,Clams,Oysters,Sardines,Fresh Fruit,Frozen Chicken,Batteries,Maps,Screwdrivers,Sports Magazines,Home Magazines,Fashion Magazines,Computer Magazines,Auto Magazines,Dried Fruit,Popsicles
4030,0,0,0,3,0,1,2,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0,0,1,0,1,1,1,1,2,0,1,0,0,1,0,0,1,0,0,1,0,1,0,2,2,0,0,0,0,0,1,2,0,0,1,1,0,1,1,0,3,0,1,0,0,3,3,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
4031,1,1,0,0,0,2,2,0,0,0,1,0,1,0,0,1,2,0,0,2,0,1,1,1,1,2,1,1,0,0,0,0,0,2,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,3,1,2,0,2,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1
4032,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,3,0,1,0,1,1,1,1,1,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,2,1,0,0,1,0,1,0,1,1,2,1,1,1,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,1
4033,0,1,0,0,1,0,1,0,1,2,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,3,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,1
4034,0,0,0,0,0,1,0,2,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,3,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0
4035,0,0,0,3,0,0,0,0,1,1,0,0,0,1,2,0,2,1,3,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,1,0,0,1,0,0,0
4036,0,0,0,0,1,0,0,0,1,0,1,0,2,0,3,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,2,2,1,0,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,2,1,0,1,0,1,0,0,0,0,1,0,2,1,2,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,1,0,0,1,0,1,0,2
4037,1,0,1,1,3,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,3,3,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,2,1,1,1,1,0,0,0,3,2,2,0,1,0,0,1,1
4038,2,1,0,0,0,2,1,0,2,0,0,0,1,1,1,2,0,1,1,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,2,0,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
4039,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,2,2,0,0,3,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,3,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,0
4040,0,1,2,0,0,0,1,1,0,0,2,0,2,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,2,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2,0,2,1,0,2,0,2,0,3,0,1,1,0,0,0,1,0,1,3,0,1,0,0,0,2,0
4041,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1,1,0,0,1,2,0,0,0,2,1,0,2,1,0,1,2,0,1,1,0,2,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,3,1,2,0,0,1,1,0,2,0,2,2,2,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0
4042,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,2,3,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,2,1,0,0,1,1
4043,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,2,3,1,1,1,1,1,2,1,1,1,1,0,0,0,0,1,1,0,1,0,1,3,0,2,0,1,1,0,2,0,2,0,0,2,1,0,0,1,1,0,1,1,0,3,1,1,0,1,0,0,0,1,1,1,0,1,1,1,2,0,0,0,2,1,0,0,0,2,0,1
4044,2,0,1,1,0,1,1,1,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,3,0,1,1,0,1,0,0,3,1,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,2
4045,0,0,0,0,0,3,1,1,0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,2,0,0,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0
4046,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,0,3,2,0,1,0,0,1,2,0,1,1,1,0,0,2,0,2,0,0,0,0,2,0,1,1,0,0,0,1,0,3,0,1,1,1,0,0,0,1,1,2,1,3,0,0,0,0,2,0,2,2,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,1,0,2,2,2,1,0,0,1,0,0,1,0,0
4047,0,1,0,1,0,0,0,0,1,1,1,2,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,2,0,0,0,1,0,0,1,1,0,0,1,1,1,0,2,1,0,0,1,0,0,0,2,0,1,0,1,0,1,0,0,1,0,0,2,0,1,0,0,1,1,0,1,1,1,0,0
4048,2,0,2,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,2,0,1,0,0,2,0,1,1,0,0,1,0,2,0,0,0,0,0,0,2,0,3,1,0,0,0,1,1,0,0,0,0,0,0,1,1,2,1,0,1,0,0,1,0,0,0,0,1,1,0,2,1,2,0,2,1,0,2,0,0,1,2,1,1,0,1,0,0,0,0,0,0,2,0
4049,0,0,0,1,0,0,0,0,0,1,0,1,1,2,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
4050,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,2,0,0,1,0,0,0,1,0,0,3,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,3,0,1,1,2,0,0,1,0,1,0,1,0,1
4051,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,1,1,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,2,0,1,1,0,0,0,1,0,2,2,0,1,1,2,1,0,0,0,3,1,0,0,0,1,1
4052,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,2,0,2,0,0,3,0,3,0,1,2,1,0,0,1,0,0,0,0,1,1,0,2,1,1,1,2,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0
4053,0,0,0,0,1,1,0,0,2,0,0,0,2,2,0,1,1,1,1,1,0,0,0,0,1,3,0,1,2,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,2,1,0,0,0,1,1,1,0,0,0,1,0,0,0,2,0,3,0,1,1,0,2,0,3,0
4054,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,3,0,1,2,0,0,1,0,1,1,1,0,0,0,0,0,2,1,0,0,0,1,1,0,2,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,0,2,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,0
4055,0,0,0,1,0,1,1,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,2,1,2,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,1,0,2,2,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,2,1,0,1,1,0,0,0
4056,0,0,1,1,1,0,2,0,0,0,0,0,2,0,0,1,1,0,0,0,1,1,1,2,1,2,1,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2,2,0,2,0,2,1,1,0,1,0,0,0,2,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,2,1,1,0,1
4057,0,1,0,0,0,2,1,0,1,2,0,1,0,1,2,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,3,0,1,0,3,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,3,1,0,0,1,0,2,1,0,1,1,1,1,2,0,0,0,2,3,0,0,1,0,1,1,2,0,0,1,3,0,0,0,1,0,0,0
4058,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,3,1,1,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,1,0,1,2,1,1,2,0,0,0,0,0,3,0,0,0,1,1,1,0,2,1,0,0,0,3,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4059,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,3,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,1,1,1,0,0,0,1,0,0
4060,3,1,0,0,0,1,1,0,2,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,2,1,1,1,0,0,2,1,1,1,0,0
4061,1,1,1,2,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,1,2,1,0,2,0,0,1,1,0,3,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1
4062,0,0,0,2,1,3,1,1,1,0,0,2,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,1,1,0,1,2,1,0,3,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,1,1,0,0,2,0,0,0,0,0,0
4063,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,1,0,1,1,1
4064,1,0,0,1,1,0,1,0,0,1,2,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,2,1,0,0,0,1,0,0,0,0,0,3,0,1,2,0,0,1,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,1,0,0,0,1,0,2,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,1,1
4065,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,0,1,0,1,0,0,1,2,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,2,2,0,0,0,1,1,1,0,1,1,0,1,3,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,1,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
4066,1,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,2,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,3,1,1,2,0,0,1,2,3,0,1,1,1,0,0,0,0,0,1,1,2,0,0,1,0,3,0,0,0,1,0,0,0
4067,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,3,2,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,1,2,1,1,0,1,1,1,0,0,1,1,2,0,0,0,1,1,0,0,1,0,0,0,3,1,0,0,0,1,1,0,0,0,1,1,2,0,1,0,1,0,0,1,0,0,2,0,1,1,0,0,1,1,0
4068,1,2,1,0,1,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,1,0,0,0,0,3,0,3,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,1,0,1,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,1,0,0,1,1,1,2
4069,0,1,3,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,1,1,1,3,0,0,3,0,0,1,1,2,2,0,2,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,1,3,1,0,0,0,1,0,1,3,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,2,2,0,0,1,1,1,1
4070,2,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,2,1,2,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0
4071,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,3,0,2,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,2,0,0,1,0,0,0,2,1,0,0,1,1
4072,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0
4073,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,1
4074,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,2,0,0,1,0,0,1,1,1,0,3,1,0,1,0,1,0,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,2,0,2,1,0,0,0,1,0,0,1,0,0,0,1,2,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,0,2,0
4075,1,1,0,0,1,2,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,1
4076,0,0,1,0,0,0,1,1,0,1,3,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,3,0,1,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2
4077,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,1,1,1,0,2,0,0,0,1,0,0,0,1,2,2,1,0,0,1,2,0,0,1,0,0,2,3,0,1,1,1,0,1,0,2,2,1,3,2,0,1,0,1,0,0,1,0,1,0,2,0,0,1,1,2,1,0,0,1,0,0,0,1,0,1,2,0,0,0,2,0,1,0,0,0,0,0,1,1,1,1,0,0,2,2
4078,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,2,0,2,0,0,0,1,2,0,0,3,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,3,0,1,1,0,1,3,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
4079,2,3,0,0,0,1,0,2,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,2,0,1,1,0,0,0,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,1,1,1,0,3,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0
4080,0,0,2,1,0,1,0,1,0,1,1,1,1,0,1,1,2,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,2,1,0,1,2,3,1,3,0,1,0,0,0,0,0,0,0,0,2,1,1,0,2,2,0,3,2,1,2,0,0,1,2,1,1,2,0,1,0,0,1,1,1,2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,1,1,0,2,0,0,0,1,2
4081,0,0,0,0,0,1,2,1,1,0,0,0,1,0,1,2,0,1,3,0,0,0,2,0,1,0,2,1,0,0,1,3,0,0,0,1,1,1,2,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,2,1,0,0,1,1,0,1,2,0,0,1,0,0,0,1,1,2,0,2,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,2,0,2,2,0,0,1,2,0,0,0,1,0
4082,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,2,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,2,0,1,1,0,1,2,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
4083,0,0,1,1,1,3,1,1,0,1,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,2,1,0,0,0,0,0,0,2,1,0,1,1,1,1,1,0,1,1,0,0,0,0,3,1,1,1,0,1,0,0,0,2,1,0
4084,0,1,2,1,1,0,0,1,0,2,2,1,1,2,1,3,0,0,3,0,3,0,1,0,0,0,0,3,1,1,0,1,0,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,2,1,0,1,2,2,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2,0,0,1,1,1,1,0,1,1,0,0,1,0,1
4085,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,1,2,0,0,0,0,2,2,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,3,1,2,1,0,0,3,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,2,2,0,0,0,0,0
4086,0,1,0,0,0,1,2,2,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,1,0,0,0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1
4087,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,2,0,1,3,0,1,1,0,1,0,1,2,1,0,0,2,0,1,0,1,1,2,1,1,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,0,1,0,1,1,0,1,0,2
4088,2,3,1,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,3,0,1,1,0,0,0,1,0,0,1,0,1,0,0,3,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,2,2,1,1,0,1,0,1,1,1,0,0,1,0,2,1,0,0,0,0,0,1,0,1
4089,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,3,1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,2,1,0,0,1,0,2,1,1,0,0,0,0,2,0,0,0,2,0,1,1,0,0
4090,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1,1,0,0,0,2,1,1,0,1,1,1,2,0,0,1,2,1,0,0,1,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,1,1,0,1,0,0,3,0,0,0,0,2,0,0,0,1,1
